id;ANTIGUEDAD;SALDO_TOTAL;SALDO_RESUMEN;CANT_TARJETAS;EDAD;ESTADO_CIVIL;SEXO;CUENTA_BASICA;INGRESOS_NETOS;MAXIMA_MORA;ENDEUDAMIENTO;SIT_MAYOR1;SEGMENTO;SITUACION;DIRTY
568;112;13782,02;2665,07;2;63;Casado/a;MASCULINO;0;37317,65;0;0,28;0;JUBILADO PROVIN;1;0
569;113;7197,15;7197,15;1;61;Viudo/a;MASCULINO;0;33958,35;0;0,18;0;META4;1;0
570;93;5159,58;1736,97;2;61;Divorciado/a;MASCULINO;0;30502,78;0;0,20;0;CONVENIO;1;0
571;87;8966,66;4389,19;1;62;Soltero/a;FEMENINO;0;8326,32;4;0,32;2;JUBILADO NACION;2;0
572;58;12208,78;8488,64;1;60;Viudo/a;FEMENINO;0;12648,40;0;0,44;0;JUBILADO PROVIN;1;0
573;113;14864,35;4918,98;1;71;Casado/a;FEMENINO;1;37706,24;0;0,09;0;JUBILADO PROVIN;0;0
574;104;17258,31;15187,70;2;61;Casado/a;MASCULINO;0;65441,32;0;0,10;0;CONVENIO;1;0
575;112;10107,51;2822,91;1;61;Divorciado/a;FEMENINO;0;33228,73;4;0,04;0;META4;0;0
576;104;18946,90;8119,82;2;62;Viudo/a;FEMENINO;0;24467,41;0;0,33;0;JUBILADO PROVIN;1;0
577;114;13889,78;3511,46;1;62;Casado/a;MASCULINO;0;75193,25;0;0,04;0;JUBILADO PROVIN;0;0
578;114;2861,81;2861,81;1;61;Casado/a;MASCULINO;0;111969,19;0;0,00;0;JUBILADO PROVIN;1;0
579;113;59033,80;21981,53;1;61;Divorciado/a;MASCULINO;0;40228,03;6;0,38;6;CONVENIO;2;0
580;16;3399,92;1140,16;1;62;Casado/a;MASCULINO;0;67878,43;0;0,01;0;CONVENIO;0;0
581;113;48254,88;6463,26;1;60;Soltero/a;FEMENINO;0;39251,33;0;0,15;0;JUBILADO PROVIN;1;0
582;114;49802,67;11749,83;1;62;Divorciado/a;FEMENINO;0;32567,54;0;0,54;1;JUBILADO PROVIN;2;0
583;17;17162,82;9883,45;1;63;Casado/a;MASCULINO;0;37629,68;0;0,23;18;INDEFINIDOS;4;0
584;113;1165,86;1165,86;1;63;Casado/a;FEMENINO;0;42321,80;0;0,00;0;JUBILADO PROVIN;1;0
585;39;8731,50;1992,71;2;63;Casado/a;FEMENINO;0;41512,13;0;0,30;0;JUBILADO PROVIN;1;0
586;114;4862,16;4553,82;2;61;Casado/a;MASCULINO;0;88323,04;0;0,02;0;JUBILADO PROVIN;1;0
587;104;0,00;0,00;2;60;Casado/a;MASCULINO;0;35441,97;0;0,35;3;META4;3;0
588;114;10346,78;3729,80;1;61;Soltero/a;MASCULINO;0;38090,20;0;0,13;0;JUBILADO PROVIN;1;0
589;102;37381,95;5479,71;1;59;Viudo/a;FEMENINO;1;10425,72;24;0,42;0;JUBILADO NACION;1;0
590;17;17002,21;16271,05;2;60;Casado/a;MASCULINO;0;72293,31;0;0,03;2;META4;1;0
591;110;34480,76;13645,35;2;60;Casado/a;MASCULINO;0;63493,71;4;0,08;0;EMPLEADO BPC;1;0
592;104;25408,71;7526,83;0;62;Soltero/a;FEMENINO;0;67965,43;0;0,20;0;JUBILADO PROVIN;1;0
593;110;11075,09;5090,34;1;74;Casado/a;FEMENINO;0;23615,99;0;0,40;0;JUBILADO PROVIN;0;0
594;15;9212,06;2254,23;1;62;Soltero/a;MASCULINO;0;22944,36;0;0,26;0;JUBILADO PROVIN;0;0
595;110;17078,11;6081,86;2;62;Viudo/a;MASCULINO;0;2319,96;0;5,32;0;CONVENIO;1;0
596;113;29420,54;9617,79;2;60;Soltero/a;MASCULINO;0;57845,78;0;0,16;0;JUBILADO PROVIN;0;0
597;91;21562,14;4739,44;1;60;Casado/a;MASCULINO;0;29284,80;68;0,24;10;JUBILADO PROVIN;1;1
598;114;12,65;12,65;1;62;Soltero/a;MASCULINO;0;29795,19;39;0,00;0;JUBILADO PROVIN;1;0
599;61;54361,89;11977,69;2;60;Soltero/a;MASCULINO;0;36677,34;8;0,31;2;CONVENIO;1;0
600;111;0,00;0,00;1;72;Soltero/a;FEMENINO;0;69848,07;0;0,00;0;JUBILADO PROVIN;1;0
601;57;6903,03;4401,34;1;72;Casado/a;FEMENINO;0;25053,20;0;0,13;2;JUBILADO PROVIN;1;0
602;39;9697,82;3577,11;1;61;Soltero/a;MASCULINO;0;18343,89;0;0,36;14;JUBILADO PROVIN;5;0
603;50;40435,15;11359,12;1;63;Divorciado/a;MASCULINO;0;82419,91;82;0,25;0;META4;0;1
604;112;2335,77;2335,77;1;62;Casado/a;MASCULINO;0;65958,67;0;0,00;0;CONVENIO;1;0
605;114;925,47;925,47;1;61;Soltero/a;MASCULINO;0;66798,49;0;0,00;0;CONVENIO;0;0
606;104;7660,01;1511,25;2;63;Divorciado/a;FEMENINO;0;37973,04;0;0,04;0;JUBILADO PROVIN;0;0
607;41;2455,93;921,93;1;70;Casado/a;FEMENINO;0;38997,30;0;0,02;0;JUBILADO PROVIN;0;0
608;104;22607,97;14778,92;1;61;Viudo/a;MASCULINO;0;44813,43;0;0,19;0;META4;1;0
609;110;19140,52;11161,91;2;63;Soltero/a;FEMENINO;0;60989,32;0;0,13;2;JUBILADO PROVIN;1;0
610;114;11081,36;5192,00;2;62;Divorciado/a;MASCULINO;0;62852,24;0;0,06;0;META4;1;0
611;39;41256,24;3757,78;1;63;Soltero/a;FEMENINO;0;33098,81;62;0,40;2;JUBILADO PROVIN;1;1
612;104;70629,76;9301,05;2;60;Casado/a;MASCULINO;0;44742,67;0;0,29;0;JUBILADO PROVIN;1;0
613;16;6284,54;3506,88;1;71;Divorciado/a;FEMENINO;0;34300,55;5;0,21;0;META4;1;0
614;104;21719,04;9049,53;1;60;Soltero/a;MASCULINO;0;29480,84;0;0,17;0;JUBILADO PROVIN;0;0
615;114;6916,69;2285,77;0;63;Soltero/a;FEMENINO;0;52041,25;1;0,03;0;META4;1;0
616;97;19326,01;3998,31;1;62;Divorciado/a;MASCULINO;0;19804,30;0;0,39;0;CONVENIO;1;0
617;52;2343,87;615,23;1;62;Viudo/a;FEMENINO;0;18073,62;0;0,10;3;JUBILADO PROVIN;0;0
618;114;43232,13;10502,75;2;61;Casado/a;FEMENINO;0;30458,70;0;0,14;0;JUBILADO PROVIN;1;0
619;114;23489,41;11695,38;1;60;Casado/a;FEMENINO;0;42702,27;0;0,03;0;JUBILADO PROVIN;1;0
620;114;705,60;705,60;0;62;Divorciado/a;MASCULINO;0;27043,73;0;0,00;0;JUBILADO PROVIN;1;0
621;114;39260,27;12051,97;2;62;Casado/a;FEMENINO;0;62294,30;0;0,14;0;JUBILADO PROVIN;1;0
622;114;9771,58;3591,60;2;60;Casado/a;MASCULINO;0;47844,45;0;0,01;0;EMPLEADO BPC;0;0
623;9;2056,81;1554,41;1;62;Divorciado/a;FEMENINO;0;8326,32;0;0,06;0;JUBILADO NACION;1;0
624;98;42145,62;17361,10;1;60;Soltero/a;MASCULINO;0;46223,96;0;0,19;0;CONVENIO;1;0
625;63;15257,34;2544,84;1;60;Divorciado/a;MASCULINO;0;27924,15;0;0,31;8;JUBILADO PROVIN;1;1
626;110;60280,64;13187,60;2;67;Casado/a;FEMENINO;0;45266,98;0;0,26;0;JUBILADO PROVIN;0;0
627;106;13018,52;4691,19;2;62;Divorciado/a;FEMENINO;0;42524,79;0;0,06;0;JUBILADO PROVIN;1;0
628;114;33080,92;4604,68;2;60;Casado/a;MASCULINO;0;64375,30;0;0,26;0;EMPLEADO BPC;0;0
629;104;30701,97;4640,44;1;62;Soltero/a;FEMENINO;0;48808,39;0;0,09;0;JUBILADO PROVIN;1;0
630;68;13271,18;3878,33;1;68;Soltero/a;MASCULINO;0;26164,46;0;0,18;0;JUBILADO PROVIN;1;0
631;52;2024,46;1816,33;1;62;Soltero/a;MASCULINO;0;21881,82;0;0,06;0;META4;1;0
632;104;9615,34;6022,18;1;60;Viudo/a;FEMENINO;0;58663,56;16;0,31;0;JUBILADO PROVIN;1;0
633;114;28707,78;20426,37;2;60;Soltero/a;MASCULINO;0;44624,35;7;0,03;0;JUBILADO PROVIN;1;0
634;55;22720,24;10533,92;1;67;Viudo/a;FEMENINO;0;30723,18;56;0,48;0;JUBILADO PROVIN;1;1
635;104;4539,36;665,84;1;62;Divorciado/a;FEMENINO;0;26123,86;0;0,02;0;CONVENIO;0;0
636;113;627,77;446,63;1;60;Soltero/a;FEMENINO;0;27659,67;0;0,01;0;META4;1;0
637;25;1457,31;638,26;1;64;Viudo/a;FEMENINO;0;17078,36;47;0,01;0;JUBILADO PROVIN;0;0
638;106;14884,86;8891,42;2;62;Casado/a;MASCULINO;0;67035,13;0;0,44;10;CONVENIO;1;0
639;104;8746,83;1138,18;2;62;Soltero/a;MASCULINO;1;39706,04;34;0,04;0;JUBILADO PROVIN;0;0
640;76;0,00;0,00;1;60;Casado/a;FEMENINO;0;24469,73;0;0,00;0;CONVENIO;1;0
641;15;32305,22;16282,66;1;60;Soltero/a;FEMENINO;1;16322,05;0;0,58;2;JUBILADO PROVIN;1;0
642;67;54506,96;6366,02;1;61;Soltero/a;FEMENINO;0;23863,07;37;0,54;0;JUBILADO PROVIN;0;0
643;114;5980,87;3136,40;1;60;Soltero/a;MASCULINO;0;139777,34;0;0,01;0;META4;1;0
644;39;2318,33;391,21;1;60;Soltero/a;MASCULINO;0;89572,34;0;0,26;0;JUBILADO PROVIN;0;0
645;114;2051,86;2051,86;2;71;Casado/a;MASCULINO;0;64486,65;0;0,14;0;JUBILADO PROVIN;0;0
646;104;52244,84;17573,19;1;60;Casado/a;MASCULINO;0;33183,49;0;0,34;0;JUBILADO PROVIN;1;0
647;69;24303,03;4639,42;1;62;Soltero/a;FEMENINO;0;9718,30;28;0,35;0;JUBILADO NACION;1;0
648;114;0,00;0,00;1;60;Divorciado/a;FEMENINO;0;60804,88;0;0,05;0;JUBILADO PROVIN;1;0
649;104;35277,82;6790,93;1;60;Casado/a;FEMENINO;0;48063,69;0;0,22;0;JUBILADO PROVIN;1;0
650;115;9756,21;2798,94;2;62;Soltero/a;MASCULINO;0;41916,96;0;0,15;0;JUBILADO PROVIN;1;0
651;113;4712,34;1572,42;1;85;Divorciado/a;MASCULINO;0;22480,37;0;0,02;0;JUBILADO PROVIN;1;0
652;93;24325,92;12585,94;1;60;Soltero/a;FEMENINO;0;16880,00;0;0,21;0;JUBILADO PROVIN;0;0
653;23;89743,49;43538,61;2;61;Casado/a;FEMENINO;0;57723,98;1;0,56;0;JUBILADO PROVIN;1;1
654;26;52715,37;21256,25;1;62;Viudo/a;FEMENINO;0;19012,04;66;0,41;20;JUBILADO PROVIN;5;1
655;113;10172,19;3775,53;1;61;Casado/a;MASCULINO;0;39547,13;2;0,07;0;CONVENIO;0;0
656;61;18656,77;4578,72;1;62;Casado/a;MASCULINO;0;28670,01;0;0,14;0;JUBILADO NACION;0;0
657;104;21995,74;1858,15;1;60;Soltero/a;FEMENINO;0;115785,52;0;0,02;0;META4;1;0
658;51;24596,72;24596,72;1;62;Viudo/a;FEMENINO;0;31058,41;0;0,00;0;JUBILADO PROVIN;0;0
659;46;27444,59;21306,63;1;62;Soltero/a;MASCULINO;0;25772,39;0;0,28;0;INDEFINIDOS;1;0
660;104;64494,84;28725,44;1;60;Casado/a;MASCULINO;0;32362,22;7;0,44;7;JUBILADO PROVIN;3;0
661;114;22948,28;11162,43;1;62;Soltero/a;FEMENINO;0;44006,08;0;0,18;2;META4;0;0
662;113;8615,58;4927,03;1;60;Divorciado/a;MASCULINO;0;41722,09;0;0,29;0;EMPLEADO BPC;1;0
663;114;37085,41;24722,45;1;62;Casado/a;MASCULINO;0;65666,35;0;0,08;0;META4;1;0
664;110;19042,84;11873,35;1;61;Casado/a;MASCULINO;0;21682,31;5;0,39;13;META4;0;0
665;104;180206,24;22445,64;2;60;Casado/a;MASCULINO;0;88824,15;5;0,46;0;CONVENIO;1;0
666;74;11018,34;11018,34;1;62;Viudo/a;FEMENINO;0;49666,78;0;0,00;0;JUBILADO PROVIN;1;0
667;104;49823,88;12015,71;2;62;Casado/a;FEMENINO;0;58495,37;0;0,27;0;JUBILADO PROVIN;1;0
668;94;30188,21;12388,29;2;62;Divorciado/a;FEMENINO;0;41027,26;0;0,50;3;JUBILADO PROVIN;1;0
669;111;31728,81;4137,93;1;75;Viudo/a;FEMENINO;0;17342,83;0;0,23;0;JUBILADO PROVIN;1;0
670;113;3446,81;3446,81;1;62;Casado/a;MASCULINO;0;38564,63;0;0,00;0;JUBILADO PROVIN;1;0
671;56;7268,80;2608,87;1;60;Casado/a;FEMENINO;0;43981,72;0;0,45;0;JUBILADO PROVIN;0;1
672;111;26498,03;6666,57;1;77;Viudo/a;FEMENINO;1;64720,97;0;0,20;0;JUBILADO PROVIN;1;0
673;39;0,00;0,00;1;60;Soltero/a;MASCULINO;0;14325,73;0;0,00;0;JUBILADO PROVIN;0;0
674;114;17562,38;8617,35;2;62;Divorciado/a;FEMENINO;0;71280,64;0;0,11;0;JUBILADO PROVIN;1;0
675;113;5179,36;5179,36;1;60;Soltero/a;MASCULINO;1;77443,61;5;0,00;14;CONVENIO;5;0
676;107;19256,58;7145,13;1;60;Divorciado/a;MASCULINO;0;99456,51;0;0,05;0;JUBILADO PROVIN;1;0
677;113;15419,77;13568,92;1;60;Casado/a;FEMENINO;0;53709,30;0;0,02;1;META4;1;0
678;109;24739,88;8172,42;1;60;Soltero/a;FEMENINO;0;27100,56;28;0,36;0;JUBILADO PROVIN;0;0
679;57;0,00;0,00;2;61;Soltero/a;FEMENINO;0;94463,96;0;0,00;0;CONVENIO;1;0
680;115;26893,51;12188,34;1;71;Casado/a;FEMENINO;0;40528,47;0;0,28;0;JUBILADO PROVIN;1;0
681;14;18446,90;8766,78;1;62;Soltero/a;FEMENINO;0;24956,93;0;0,08;0;JUBILADO PROVIN;1;0
682;51;3469,20;3469,20;1;60;Casado/a;MASCULINO;0;18019,10;0;0,32;2;JUBILADO NACION;0;0
683;114;17230,06;8533,17;1;60;Casado/a;FEMENINO;0;76391,51;0;0,04;0;JUBILADO PROVIN;1;0
684;114;20526,69;7654,17;2;62;Casado/a;MASCULINO;0;66276,50;0;0,13;0;JUBILADO PROVIN;1;0
685;105;22795,31;13587,70;2;60;Divorciado/a;FEMENINO;0;60902,32;0;0,07;0;JUBILADO PROVIN;1;0
686;53;5904,64;4841,39;2;60;Soltero/a;FEMENINO;0;31883,15;0;0,33;0;JUBILADO NACION;1;0
687;114;21655,78;3511,52;1;68;Casado/a;FEMENINO;0;28460,06;0;0,12;0;JUBILADO PROVIN;1;0
688;14;32314,81;4874,31;1;62;Soltero/a;FEMENINO;0;16070,33;0;0,35;6;JUBILADO PROVIN;3;0
689;114;18727,90;9036,47;1;60;Viudo/a;FEMENINO;0;13496,34;45;0,62;3;CONVENIO;3;0
690;114;16788,24;6856,91;1;59;Casado/a;MASCULINO;0;46788,87;0;0,06;0;META4;1;0
691;17;6091,89;3392,53;1;60;Soltero/a;MASCULINO;0;28994,81;0;0,03;0;META4;1;0
692;114;84028,41;25644,03;1;61;Casado/a;MASCULINO;0;64283,66;0;0,46;0;EMPLEADO BPC;1;0
693;114;7189,46;2324,60;2;60;Casado/a;MASCULINO;0;25966,11;0;0,24;2;CONVENIO;1;0
694;113;9389,18;4130,91;1;62;Casado/a;FEMENINO;0;26166,78;0;0,09;0;JUBILADO PROVIN;0;0
695;115;14789,66;4479,45;1;60;Casado/a;MASCULINO;0;48568,28;0;0,07;0;JUBILADO PROVIN;1;0
696;91;131344,24;36527,52;1;60;Soltero/a;MASCULINO;0;31957,39;0;0,49;3;JUBILADO PROVIN;3;0
697;22;0,00;0,00;2;62;Soltero/a;MASCULINO;0;125678,97;0;0,00;0;CONVENIO;1;0
698;63;44218,25;6568,66;2;62;Viudo/a;FEMENINO;0;83763,17;0;0,49;3;JUBILADO PROVIN;1;0
699;110;38012,43;5751,82;2;60;Soltero/a;FEMENINO;0;80202,03;3;0,31;10;META4;0;0
700;104;51039,41;17686,27;2;73;Casado/a;MASCULINO;0;78168,59;0;0,16;0;JUBILADO PROVIN;0;0
701;52;11973,31;4232,85;1;60;Soltero/a;MASCULINO;0;6802,11;4;0,24;0;JUBILADO NACION;1;0
702;114;23361,10;12259,16;1;62;Soltero/a;FEMENINO;0;48107,77;0;0,16;0;JUBILADO PROVIN;2;0
703;39;51414,72;17852,77;1;62;Soltero/a;MASCULINO;0;49183,06;0;0,16;0;META4;1;0
704;44;25868,23;9610,94;0;61;Soltero/a;MASCULINO;0;35924,52;7;0,20;0;META4;1;0
705;93;40497,94;7160,67;1;60;Divorciado/a;FEMENINO;0;71628,64;0;0,08;0;META4;1;0
706;107;12589,71;6209,61;1;62;Soltero/a;FEMENINO;0;51360,34;0;0,12;0;JUBILADO PROVIN;1;0
707;67;74771,10;31350,15;1;60;Divorciado/a;MASCULINO;0;40702,47;32;0,39;0;META4;1;0
708;113;51538,07;20982,15;1;60;Casado/a;MASCULINO;0;52418,24;0;0,15;4;CONVENIO;1;0
709;59;37845,75;13533,03;1;60;Soltero/a;FEMENINO;0;19130,36;0;0,46;6;CONVENIO;2;0
710;114;4532,81;2059,52;1;59;Casado/a;MASCULINO;0;34866,62;0;0,02;0;JUBILADO PROVIN;1;0
711;113;17008,67;2495,06;0;60;Casado/a;FEMENINO;1;52759,28;0;0,04;0;META4;0;0
712;104;12625,21;9040,72;1;62;Viudo/a;FEMENINO;0;33808,72;0;0,02;0;JUBILADO NACION;0;0
713;94;5954,79;1458,09;1;60;Casado/a;FEMENINO;0;48701,67;4;0,02;0;META4;1;0
714;57;60007,48;10732,94;1;60;Casado/a;MASCULINO;0;24108,98;0;0,25;4;CONVENIO;3;0
715;115;9109,19;3770,37;2;60;Casado/a;FEMENINO;0;46795,83;0;0,03;0;JUBILADO PROVIN;1;0
716;114;10738,38;3555,24;1;60;Casado/a;FEMENINO;0;54450,52;0;0,26;0;JUBILADO PROVIN;1;0
717;76;31327,97;9091,17;1;60;Casado/a;MASCULINO;0;28212,98;0;0,36;2;JUBILADO PROVIN;0;1
718;104;96186,78;31556,92;2;60;Casado/a;FEMENINO;0;60651,77;0;0,49;0;JUBILADO PROVIN;1;0
719;97;19916,00;1634,33;1;59;Soltero/a;MASCULINO;0;0,00;7;2978,47;0;CONVENIO;1;0
720;114;67867,15;22980,19;2;60;Soltero/a;FEMENINO;0;153933,71;0;0,21;0;JUBILADO PROVIN;1;0
721;114;55014,69;9608,89;1;60;Casado/a;FEMENINO;0;56065,21;5;0,30;0;META4;1;0
722;10;310,90;310,90;1;69;Soltero/a;MASCULINO;0;23219,28;11;0,06;0;JUBILADO NACION;1;0
723;104;27566,61;10974,80;2;60;Soltero/a;FEMENINO;0;45936,29;0;0,29;0;META4;1;0
724;115;13504,63;5177,83;1;60;Soltero/a;FEMENINO;0;29057,45;0;0,13;8;JUBILADO PROVIN;4;0
725;6;41253,13;25567,15;1;74;Soltero/a;MASCULINO;0;37198,17;0;0,35;8;JUBILADO PROVIN;2;0
726;97;9119,46;5862,81;1;58;Casado/a;MASCULINO;1;0,00;0;166,67;0;CONVENIO;1;0
727;114;40819,02;9424,79;2;62;Casado/a;MASCULINO;0;47818,93;0;0,44;0;EMPLEADO BPC;1;0
728;63;3758,84;1145,64;1;59;Divorciado/a;MASCULINO;0;34616,06;28;0,21;0;JUBILADO PROVIN;0;0
729;96;57082,44;21765,08;1;61;Casado/a;MASCULINO;0;78608,22;0;0,17;0;META4;0;0
730;17;34985,93;29684,20;2;62;Casado/a;MASCULINO;0;54878,56;0;0,30;0;EMPLEADO BPC;1;0
731;114;23015,26;8266,61;2;60;Casado/a;MASCULINO;0;62739,73;0;0,07;0;JUBILADO PROVIN;1;0
732;110;47179,37;12113,53;1;60;Soltero/a;FEMENINO;0;58973,28;0;0,14;0;JUBILADO PROVIN;0;0
733;112;43658,87;8395,09;1;62;Soltero/a;FEMENINO;0;40781,34;5;0,30;0;META4;1;0
734;114;3977,08;3689,93;1;60;Soltero/a;FEMENINO;0;65741,75;0;0,00;0;JUBILADO PROVIN;1;0
735;104;0,00;0,00;2;77;Casado/a;MASCULINO;0;53114,23;0;0,06;0;JUBILADO PROVIN;1;0
736;90;1238,91;1238,91;1;60;Soltero/a;FEMENINO;0;57205,47;36;0,00;1;JUBILADO PROVIN;2;0
737;104;98624,25;11936,11;2;62;Soltero/a;FEMENINO;0;106831,65;0;0,24;0;JUBILADO PROVIN;1;0
738;70;11812,34;4837,96;2;68;Soltero/a;FEMENINO;0;33957,19;0;0,41;0;JUBILADO PROVIN;0;0
739;112;16901,41;11424,38;1;60;Divorciado/a;FEMENINO;0;29899,59;0;0,27;0;META4;1;0
740;104;66372,27;26490,18;2;60;Casado/a;MASCULINO;0;69052,33;0;0,20;0;META4;1;0
741;12;67376,72;25861,86;1;60;Viudo/a;FEMENINO;0;32166,19;0;0,36;0;JUBILADO PROVIN;0;0
742;39;9094,06;1858,76;0;68;Viudo/a;FEMENINO;1;35035,97;0;0,06;0;JUBILADO PROVIN;0;0
743;114;9109,52;4494,75;2;62;Casado/a;FEMENINO;0;39374,29;0;0,06;0;JUBILADO PROVIN;1;0
744;40;279,05;279,05;1;69;Viudo/a;FEMENINO;0;61461,43;0;0,00;0;JUBILADO PROVIN;1;0
745;110;27750,28;5798,48;2;61;Casado/a;MASCULINO;0;65026,04;0;0,19;0;META4;1;0
746;113;29959,11;13917,62;1;61;Casado/a;MASCULINO;0;63231,56;0;0,37;8;JUBILADO PROVIN;4;1
747;114;45928,79;7335,13;1;70;Divorciado/a;FEMENINO;0;35429,21;0;0,18;0;JUBILADO PROVIN;1;0
748;64;20813,02;5193,22;1;66;Casado/a;FEMENINO;0;8326,32;5;0,50;0;JUBILADO NACION;0;0
749;57;3880,89;3100,35;1;60;Casado/a;FEMENINO;0;16433,41;0;0,01;0;CONVENIO;0;0
750;46;474,94;474,94;1;59;Soltero/a;FEMENINO;0;25081,04;0;0,00;0;META4;1;0
751;114;34462,85;15917,05;2;61;Soltero/a;MASCULINO;0;33190,45;0;0,24;0;META4;0;0
752;22;482,10;482,10;2;60;Soltero/a;FEMENINO;0;71821,19;0;0,00;0;JUBILADO PROVIN;1;0
753;113;117531,53;43408,89;1;61;Soltero/a;MASCULINO;0;83722,57;0;0,34;0;META4;1;0
754;19;17020,85;5491,94;1;62;Viudo/a;MASCULINO;0;54710,36;0;0,07;0;JUBILADO PROVIN;1;0
755;114;40082,81;10816,55;1;61;Soltero/a;FEMENINO;0;63476,31;5;0,39;0;CONVENIO;1;0
756;114;6387,43;2901,95;1;59;Soltero/a;FEMENINO;0;16970,48;29;0,23;0;JUBILADO NACION;1;0
757;22;130054,25;28264,27;2;60;Soltero/a;MASCULINO;0;76644,38;5;0,60;0;CONVENIO;1;0
758;71;32936,52;19339,00;1;73;Soltero/a;FEMENINO;0;37708,56;0;0,41;2;JUBILADO PROVIN;1;0
759;114;45376,52;8862,64;1;60;Casado/a;FEMENINO;0;44125,56;0;0,12;0;JUBILADO PROVIN;1;0
760;104;20959,02;6757,25;1;60;Divorciado/a;MASCULINO;0;32086,15;0;0,39;4;META4;1;0
761;46;17512,31;7937,66;1;60;Soltero/a;FEMENINO;0;50541,40;0;0,19;0;META4;1;0
762;114;34884,92;14518,80;1;62;Divorciado/a;MASCULINO;0;63826,63;0;0,10;0;JUBILADO PROVIN;0;0
763;39;74323,67;20346,75;1;61;Soltero/a;MASCULINO;0;26212,02;0;0,48;0;CONVENIO;0;0
764;104;14815,39;4223,82;1;62;Viudo/a;FEMENINO;0;27317,48;0;0,22;0;JUBILADO PROVIN;1;0
765;115;29342,49;9360,39;1;60;Casado/a;FEMENINO;0;36990,54;0;0,18;0;JUBILADO PROVIN;1;0
766;90;47612,75;11850,58;1;60;Divorciado/a;FEMENINO;0;63418,31;0;0,20;2;JUBILADO PROVIN;1;0
767;39;22095,63;6927,03;1;59;Casado/a;MASCULINO;0;24780,61;0;0,13;25;META4;5;0
768;49;12477,30;4263,84;1;61;Soltero/a;MASCULINO;0;42364,71;0;0,36;12;JUBILADO PROVIN;1;0
769;112;5408,53;2684,62;2;61;Soltero/a;FEMENINO;0;28875,33;0;0,13;0;JUBILADO PROVIN;0;0
770;52;4094,63;2660,83;2;61;Casado/a;FEMENINO;0;34371,31;0;0,18;0;JUBILADO PROVIN;1;0
771;114;15285,14;5720,69;2;59;Casado/a;MASCULINO;0;34921,14;5;0,26;0;META4;1;0
772;114;24013,01;15081,46;1;60;Soltero/a;FEMENINO;0;31398,28;0;0,03;0;META4;0;0
773;71;6749,04;5392,33;1;61;Soltero/a;FEMENINO;0;26076,30;0;0,02;0;JUBILADO PROVIN;0;0
774;10;49378,83;25631,81;1;59;Divorciado/a;MASCULINO;0;27774,51;8;0,53;5;CONVENIO;1;1
775;113;35138,56;16330,41;1;62;Casado/a;FEMENINO;0;34069,71;0;0,46;0;JUBILADO PROVIN;1;0
776;114;31379,30;17363,54;1;59;Casado/a;MASCULINO;0;18176,85;0;0,58;0;CONVENIO;0;0
777;114;26132,28;7419,78;2;62;Soltero/a;FEMENINO;0;38166,75;0;0,15;2;META4;1;0
778;104;51326,04;6934,18;2;59;Casado/a;MASCULINO;0;38701,50;0;0,14;0;META4;1;0
779;110;7051,26;2040,66;1;78;Casado/a;MASCULINO;0;27902,11;0;0,14;25;JUBILADO PROVIN;5;0
780;114;5339,98;1810,42;1;62;Soltero/a;MASCULINO;0;32973,53;0;0,04;0;JUBILADO PROVIN;1;0
781;89;6392,82;1501,73;1;69;Soltero/a;MASCULINO;1;110340,58;1;0,01;0;JUBILADO NACION;1;0
782;55;28637,79;4854,07;1;61;Soltero/a;FEMENINO;0;19407,59;3;0,44;0;CONVENIO;0;0
783;106;15433,18;4298,99;1;60;Soltero/a;FEMENINO;0;28178,18;0;0,07;0;META4;1;0
784;104;53341,90;34784,85;2;61;Casado/a;MASCULINO;0;47089,30;0;0,42;0;CONVENIO;0;0
785;109;5082,66;2113,10;2;62;Casado/a;FEMENINO;0;41717,45;0;0,30;0;JUBILADO PROVIN;1;0
786;114;52512,21;17168,15;2;59;Casado/a;FEMENINO;0;50269,96;0;0,47;1;META4;1;0
787;33;9694,37;3699,35;2;59;Soltero/a;MASCULINO;0;93120,71;0;0,11;5;CONVENIO;1;0
788;115;9088,42;3736,46;1;60;Soltero/a;FEMENINO;0;35793,44;0;0,07;0;META4;1;0
789;113;31553,48;19464,50;2;61;Casado/a;FEMENINO;0;30941,25;0;0,26;0;JUBILADO PROVIN;1;0
790;31;15166,56;14069,02;1;60;Casado/a;FEMENINO;0;41363,65;0;0,01;0;JUBILADO PROVIN;0;0
791;110;27816,56;12055,37;1;60;Casado/a;FEMENINO;0;39368,49;29;0,50;10;JUBILADO PROVIN;4;1
792;104;16594,90;1638,92;2;60;Divorciado/a;FEMENINO;0;42820,59;0;0,26;0;META4;1;0
793;113;28400,36;14268,58;2;61;Casado/a;FEMENINO;0;41823,00;0;0,04;0;JUBILADO PROVIN;1;0
794;113;6395,49;3131,14;2;62;Casado/a;FEMENINO;0;24738,85;0;0,07;0;JUBILADO PROVIN;0;0
795;57;0,00;0,00;1;61;Divorciado/a;MASCULINO;0;33645,16;0;0,08;25;JUBILADO PROVIN;5;1
796;63;16426,82;7212,68;1;61;Casado/a;MASCULINO;0;26123,86;15;0,29;0;JUBILADO PROVIN;1;0
797;104;56010,70;11060,12;1;59;Soltero/a;FEMENINO;0;51425,30;0;0,32;0;JUBILADO PROVIN;1;0
798;104;30828,49;10705,10;1;62;Divorciado/a;FEMENINO;1;28606,22;0;0,37;0;JUBILADO PROVIN;1;0
