id;ANTIGUEDAD;SALDO_TOTAL;SALDO_RESUMEN;CANT_TARJETAS;EDAD;ESTADO_CIVIL;SEXO;CUENTA_BASICA;INGRESOS_NETOS;MAXIMA_MORA;ENDEUDAMIENTO;SIT_MAYOR1;SEGMENTO;SITUACION;DIRTY
5198;55;33282,14;22785,11;1;56;Soltero/a;MASCULINO;0;25997,43;0;0,34;19;JUBILADO PROVIN;5;0
5199;12;41840,44;17957,64;1;55;Soltero/a;MASCULINO;0;12749,32;0;0,56;9;CONVENIO;0;0
5200;111;3769,87;3581,28;1;55;Soltero/a;FEMENINO;0;31072,33;0;0,21;0;JUBILADO PROVIN;1;0
5201;9;35601,06;10066,12;1;55;Soltero/a;FEMENINO;0;37775,84;32;0,43;0;CONVENIO;1;0
5202;45;2727,63;1159,35;1;54;Divorciado/a;MASCULINO;0;24330,54;4;0,16;0;META4;1;1
5203;3;72016,06;11804,11;1;54;Divorciado/a;FEMENINO;0;53720,90;0;0,47;17;CONVENIO;0;1
5204;68;18004,20;4677,05;2;54;Soltero/a;FEMENINO;0;18480,77;1;0,38;0;CONVENIO;1;1
5205;16;25978,24;12797,32;1;53;Soltero/a;FEMENINO;1;20813,48;81;0,44;11;JUBILADO PROVIN;4;1
5206;24;10727,05;1207,76;1;73;Viudo/a;FEMENINO;0;17913,54;25;0,36;0;JUBILADO NACION;0;0
5207;104;548,96;548,96;1;73;Viudo/a;FEMENINO;0;8306,60;0;0,35;0;JUBILADO NACION;1;0
5208;114;3329,61;1145,66;1;53;Casado/a;FEMENINO;0;73142,41;31;0,09;0;META4;1;0
5209;86;75082,56;36055,34;1;49;Casado/a;MASCULINO;0;0,00;6;0,00;0;CONVENIO;1;0
5210;46;29100,92;12745,13;1;52;Soltero/a;FEMENINO;0;17968,06;0;0,42;0;CONVENIO;0;0
5211;40;9640,57;9640,57;1;51;Casado/a;MASCULINO;0;52542,36;0;0,05;25;META4;5;1
5212;114;16608,08;0,00;1;51;Soltero/a;FEMENINO;0;47417,58;10;0,51;1;CONVENIO;1;0
5213;26;13494,50;12724,22;2;48;Soltero/a;MASCULINO;0;0,00;0;303,58;2;INDEFINIDOS;1;0
5214;35;24446,17;2705,29;0;68;Soltero/a;MASCULINO;0;33645,16;0;0,05;0;JUBILADO PROVIN;1;0
5215;60;31177,54;18805,56;1;49;Soltero/a;FEMENINO;0;22935,08;3;0,51;0;META4;1;0
5216;115;6912,53;3075,98;1;49;Soltero/a;FEMENINO;0;8192,92;0;0,31;0;CONVENIO;1;0
5217;114;7545,01;2218,39;1;48;Soltero/a;FEMENINO;0;9286,78;35;0,22;0;CONVENIO;1;0
5218;58;46903,14;27016,26;2;48;Casado/a;MASCULINO;0;34211,23;17;0,61;2;JUBILADO PROVIN;0;1
5219;58;17078,10;13529,27;1;69;Viudo/a;MASCULINO;0;22747,17;4;0,30;15;META4;1;0
5220;5;14245,54;5310,79;1;47;Soltero/a;MASCULINO;0;49948,65;0;0,27;10;CONVENIO;2;0
5221;27;77963,45;35258,13;1;47;Soltero/a;MASCULINO;0;52784,80;0;0,74;0;CONVENIO;0;1
5222;19;42466,61;17846,81;1;46;Soltero/a;MASCULINO;0;16902,04;35;0,66;6;CONVENIO;2;0
5223;32;51340,56;23752,28;1;47;Soltero/a;FEMENINO;0;18167,57;14;0,64;0;CONVENIO;1;0
5224;74;31314,55;5342,17;0;43;Casado/a;MASCULINO;0;24282,86;3;0,19;0;CONVENIO;0;0
5225;114;117749,87;20479,05;1;46;Soltero/a;FEMENINO;0;43427,25;0;0,17;0;META4;1;0
5226;15;32992,67;3676,94;1;44;Soltero/a;MASCULINO;0;7363,54;4;0,98;0;JUBILADO NACION;1;0
5227;50;13026,08;2228,34;1;74;Soltero/a;FEMENINO;0;0,00;37;2578,50;0;JUBILADO NACION;1;0
5228;63;71076,42;13883,28;2;43;Conviviente;MASCULINO;0;58047,62;35;0,80;1;CONVENIO;1;1
5229;17;31086,00;19118,55;1;43;Soltero/a;FEMENINO;0;17240,75;0;0,35;6;CONVENIO;3;0
5230;50;15550,21;4338,25;1;70;Casado/a;MASCULINO;0;103226,44;1;0,43;0;JUBILADO NACION;1;0
5231;9;105167,46;39124,30;1;43;Soltero/a;MASCULINO;0;70316,70;0;0,51;21;CONVENIO;4;0
5232;12;7806,24;2478,08;1;68;Viudo/a;FEMENINO;0;14366,33;0;0,27;14;JUBILADO NACION;0;1
5233;114;2890,06;1490,58;1;42;Casado/a;MASCULINO;0;1315,41;13;0,28;0;CONVENIO;1;0
5234;57;56153,19;6395,80;1;42;Casado/a;MASCULINO;0;14886,00;28;0,55;0;CONVENIO;1;0
5235;27;16599,99;8963,32;1;68;Casado/a;FEMENINO;0;13919,74;25;0,41;25;JUBILADO NACION;5;0
5236;32;115989,93;34203,46;2;42;Soltero/a;FEMENINO;0;36554,38;28;0,37;11;META4;3;1
5237;89;21812,05;6559,31;1;40;Soltero/a;MASCULINO;0;96352,41;0;0,08;14;META4;5;0
5238;42;23735,45;6676,50;2;40;Soltero/a;MASCULINO;0;43255,58;0;0,37;0;META4;1;0
5239;21;128390,79;87850,14;1;39;Soltero/a;FEMENINO;0;113637,24;14;0,29;6;META4;1;0
5240;101;141891,03;10055,21;1;39;Casado/a;MASCULINO;0;43481,77;35;0,36;1;CONVENIO;0;0
5241;98;22116,43;8920,23;1;37;Casado/a;FEMENINO;0;0,00;5;2900,62;0;INDEFINIDOS;1;0
5242;26;9109,22;5652,08;2;38;Soltero/a;FEMENINO;0;0,00;43;515,83;0;CONVENIO;1;0
5243;35;49780,41;19191,62;0;35;Soltero/a;MASCULINO;1;0,00;9;2806,02;0;CONVENIO;1;0
5244;11;4247,79;3642,16;1;37;Soltero/a;FEMENINO;0;20823,92;0;0,03;0;META4;0;0
5245;7;99638,09;56591,88;1;37;Soltero/a;MASCULINO;0;38099,48;22;0,47;0;META4;0;1
5246;68;28551,72;13522,65;1;36;Soltero/a;FEMENINO;1;82092,80;0;0,48;1;META4;1;0
5247;104;20856,48;10573,88;1;37;Soltero/a;FEMENINO;0;20689,37;0;0,18;0;CONVENIO;1;0
5248;28;9214,62;3999,15;1;35;Soltero/a;MASCULINO;0;7331,06;77;1,30;2;CONVENIO;3;1
5249;104;67989,57;25729,36;1;34;Soltero/a;FEMENINO;0;35726,16;0;0,54;5;META4;3;0
5250;67;4619,04;4237,07;1;34;Soltero/a;MASCULINO;0;7407,62;8;0,03;0;META4;0;0
5251;105;239,19;239,19;1;33;Soltero/a;FEMENINO;0;0,00;10;2061,70;0;INDEFINIDOS;1;0
5252;28;14264,78;4245,74;1;33;Soltero/a;MASCULINO;0;10868,99;63;1,14;0;CONVENIO;2;1
5253;34;6703,80;2985,67;0;32;Soltero/a;MASCULINO;0;21921,26;7;0,10;0;CONVENIO;1;0
5254;28;28241,54;9972,64;1;32;Soltero/a;MASCULINO;0;23763,31;57;0,43;13;CONVENIO;4;1
5255;67;37388,59;11418,89;1;32;Casado/a;FEMENINO;0;16616,68;31;0,43;0;CONVENIO;0;0
5256;34;35535,60;10596,59;1;32;Conviviente;MASCULINO;0;27983,31;0;0,25;2;META4;0;0
5257;7;7868,36;2648,89;1;31;Soltero/a;MASCULINO;0;35691,36;0;0,37;0;CONVENIO;1;0
5258;44;29438,86;8699,20;1;30;Soltero/a;MASCULINO;0;0,00;11;4539,41;0;CONVENIO;1;0
5259;23;6676,61;3725,30;1;31;Soltero/a;MASCULINO;0;15737,42;31;0,49;14;CONVENIO;5;1
5260;95;151991,59;23100,25;1;30;Soltero/a;FEMENINO;0;33655,60;0;0,50;0;CONVENIO;0;0
5261;22;15849,08;9439,86;1;28;Soltero/a;FEMENINO;0;23769,11;0;0,29;0;CONVENIO;0;0
5262;37;52037,31;6540,20;1;26;Soltero/a;MASCULINO;0;0,00;1;6502,22;3;INDEFINIDOS;0;0
5263;69;82784,26;61234,53;2;28;Soltero/a;MASCULINO;0;65136,24;0;0,50;2;META4;0;0
5264;35;64561,82;6360,14;0;26;Soltero/a;MASCULINO;0;17896,14;53;0,62;10;CONVENIO;2;1
5265;46;18953,26;2047,12;1;69;Viudo/a;FEMENINO;0;19117,60;22;0,37;0;JUBILADO NACION;2;0
5266;60;2533,25;2533,25;0;67;Viudo/a;FEMENINO;0;9866,77;25;0,24;0;JUBILADO NACION;1;0
5267;78;703,03;703,03;1;59;Soltero/a;MASCULINO;0;38539,11;0;0,35;1;CONVENIO;1;0
5268;86;264,69;264,69;2;70;Viudo/a;FEMENINO;1;40899,66;0;0,00;0;JUBILADO NACION;0;0
5269;114;24355,61;5036,89;1;43;Soltero/a;FEMENINO;0;22170,66;4;0,19;0;META4;1;0
5270;67;100,38;100,38;1;43;Soltero/a;MASCULINO;0;0,00;60;0,00;0;CONVENIO;1;1
5271;25;36833,97;17086,42;2;42;Casado/a;MASCULINO;1;59149,01;25;0,32;3;CONVENIO;1;0
5272;28;11376,76;7084,06;2;39;Casado/a;MASCULINO;0;69183,40;0;0,16;0;CONVENIO;1;0
5273;47;46995,79;18208,34;1;28;Soltero/a;FEMENINO;0;15178,31;3;0,79;0;JUBILADO NACION;0;0
5274;22;88115,35;52278,94;1;33;Soltero/a;MASCULINO;1;26555,37;0;0,39;0;CONVENIO;1;0
5275;78;35515,82;12503,35;1;73;Soltero/a;FEMENINO;0;20180,14;63;0,31;3;JUBILADO PROVIN;1;1
5276;110;4942,66;4953,24;1;37;Casado/a;MASCULINO;0;60709,77;0;0,06;0;META4;0;0
5277;46;16881,30;16881,30;1;27;Casado/a;MASCULINO;0;41551,57;0;0,21;16;META4;5;0
5278;59;24801,40;4610,39;1;35;Casado/a;FEMENINO;0;51794,17;5;0,22;0;CONVENIO;1;0
5279;56;275,50;138,98;0;39;Conviviente;MASCULINO;0;0,00;0;0,00;0;CONVENIO;0;0
5280;55;13114,13;2414,29;1;71;Viudo/a;FEMENINO;0;7293,94;37;0,17;0;JUBILADO NACION;0;0
5281;110;24776,94;12008,78;1;79;Casado/a;MASCULINO;1;27965,91;7;0,22;0;JUBILADO NACION;1;0
5282;110;17280,61;2128,92;1;75;Casado/a;MASCULINO;0;21937,50;0;0,08;0;JUBILADO NACION;0;0
5283;75;2921,76;1078,76;1;86;Viudo/a;MASCULINO;0;10342,36;42;0,09;0;JUBILADO NACION;0;0
5284;114;2717,11;1560,92;0;81;Casado/a;MASCULINO;0;15844,14;1;0,07;0;JUBILADO NACION;0;0
5285;113;8858,26;1926,94;1;82;Viudo/a;FEMENINO;0;9866,77;0;0,21;0;JUBILADO NACION;0;0
5286;46;575,06;575,06;0;75;Casado/a;MASCULINO;0;21077,96;0;0,00;0;JUBILADO NACION;0;0
5287;104;16872,15;6188,78;1;74;Casado/a;MASCULINO;0;9282,14;10;0,47;0;JUBILADO NACION;0;0
5288;31;0,00;0,00;1;83;Soltero/a;FEMENINO;0;19585,07;1;0,00;0;JUBILADO NACION;0;0
5289;90;2432,25;1348,61;1;82;Casado/a;FEMENINO;0;9434,10;1;0,05;0;JUBILADO NACION;0;0
5290;114;13940,30;2553,77;0;68;Soltero/a;FEMENINO;0;22068,58;0;0,10;0;JUBILADO NACION;0;0
5291;61;8209,17;3502,10;1;85;Casado/a;FEMENINO;0;8934,15;0;0,26;0;JUBILADO NACION;0;0
5292;104;29785,57;12226,08;1;83;Viudo/a;FEMENINO;0;66489,94;0;0,02;0;JUBILADO NACION;1;0
5293;76;12955,31;2030,00;1;71;Soltero/a;FEMENINO;0;9776,29;1;0,18;0;JUBILADO NACION;1;0
5294;57;731,93;731,93;1;72;Soltero/a;FEMENINO;0;6822,99;0;0,16;0;JUBILADO NACION;1;0
5295;17;6917,84;2552,13;1;81;Viudo/a;FEMENINO;0;82124,12;1;0,03;0;JUBILADO NACION;1;0
5296;34;5493,50;2150,40;0;70;Soltero/a;FEMENINO;0;25952,19;0;0,17;0;JUBILADO PROVIN;1;0
5297;51;223,12;223,12;1;84;Viudo/a;FEMENINO;0;19585,07;0;0,00;0;JUBILADO NACION;0;0
5298;64;1270,99;652,01;1;86;Viudo/a;FEMENINO;0;9866,77;1;0,06;0;JUBILADO NACION;0;0
5299;78;5932,64;1541,99;1;73;Divorciado/a;MASCULINO;0;8645,32;7;0,32;0;JUBILADO NACION;0;0
5300;104;2495,51;940,00;2;82;Soltero/a;FEMENINO;0;98781,40;0;0,01;2;JUBILADO PROVIN;1;0
5301;110;3897,46;2130,12;0;74;Viudo/a;FEMENINO;0;9718,30;6;0,08;0;JUBILADO NACION;1;0
5302;35;11345,83;2510,41;1;69;Soltero/a;MASCULINO;0;8594,63;0;0,18;0;JUBILADO NACION;0;0
5303;81;19399,16;7642,85;1;79;Viudo/a;FEMENINO;0;6821,83;1;0,75;0;JUBILADO NACION;0;0
5304;114;1469,55;367,20;1;73;Viudo/a;FEMENINO;0;9718,30;2;0,02;0;JUBILADO NACION;0;0
5305;114;550,53;550,53;0;73;Casado/a;FEMENINO;0;8912,11;6;0,00;0;JUBILADO NACION;1;0
5306;110;10121,79;3875,97;1;84;Viudo/a;FEMENINO;0;10960,63;3;0,23;0;JUBILADO NACION;1;0
5307;111;16259,73;12921,91;2;69;Soltero/a;MASCULINO;0;34899,10;0;0,05;0;JUBILADO NACION;1;0
5308;114;3272,02;1745,73;1;70;Soltero/a;MASCULINO;0;6805,59;0;0,11;0;JUBILADO NACION;0;0
5309;113;17891,27;2444,79;0;70;Casado/a;MASCULINO;0;14612,24;0;0,12;0;JUBILADO NACION;0;0
5310;69;24289,82;8479,07;1;74;Soltero/a;FEMENINO;0;14127,37;34;0,74;10;JUBILADO NACION;2;1
5311;69;5336,56;785,81;1;73;Casado/a;FEMENINO;0;7131,54;34;0,30;0;JUBILADO NACION;0;0
5312;27;10400,56;5226,18;1;74;Viudo/a;FEMENINO;0;18288,21;59;0,26;20;JUBILADO PROVIN;5;1
5313;69;796,38;796,38;1;82;Viudo/a;FEMENINO;1;56514,13;0;0,00;0;JUBILADO NACION;1;0
5314;115;428,62;428,62;1;84;Soltero/a;FEMENINO;0;32907,41;0;0,00;0;JUBILADO NACION;0;0
5315;42;0,00;0,00;2;68;Soltero/a;MASCULINO;0;65153,64;0;0,00;0;JUBILADO NACION;1;0
5316;78;13409,69;3281,50;1;72;Casado/a;FEMENINO;0;10189,25;0;0,22;0;JUBILADO NACION;0;0
5317;93;413,36;413,36;1;86;Soltero/a;FEMENINO;0;19585,07;0;0,00;0;JUBILADO NACION;0;0
5318;113;23910,48;6123,37;1;77;Viudo/a;FEMENINO;0;17190,87;20;0,38;0;JUBILADO NACION;0;0
5319;48;41321,25;19745,73;1;67;Soltero/a;MASCULINO;0;40486,71;15;0,19;0;JUBILADO NACION;1;0
5320;111;4982,20;2207,03;1;81;Viudo/a;FEMENINO;0;83659,93;1;0,02;0;JUBILADO NACION;1;0
5321;98;15071,26;5633,76;1;76;Viudo/a;FEMENINO;1;20445,77;1;0,54;0;JUBILADO NACION;0;0
5322;51;5207,62;2152,47;1;74;Soltero/a;FEMENINO;0;9622,02;33;0,20;0;JUBILADO NACION;0;0
5323;74;5297,14;1883,43;1;67;Soltero/a;FEMENINO;0;7502,74;38;0,19;0;JUBILADO NACION;1;0
5324;51;24254,02;15276,21;1;78;Viudo/a;FEMENINO;0;17130,55;23;0,38;0;JUBILADO NACION;0;0
5325;115;31199,74;3596,88;1;81;Viudo/a;FEMENINO;0;19585,07;0;0,15;0;JUBILADO NACION;0;0
5326;57;7378,47;1534,09;1;67;Viudo/a;FEMENINO;1;25117,00;0;0,05;0;JUBILADO NACION;0;0
5327;104;9335,34;2281,98;1;67;Soltero/a;MASCULINO;0;9296,06;0;0,25;0;JUBILADO NACION;0;0
5328;69;377,92;377,92;1;76;Casado/a;FEMENINO;0;9718,30;1;0,00;0;JUBILADO NACION;0;0
5329;112;2778,23;2778,23;1;66;Soltero/a;FEMENINO;0;13702,82;0;0,00;0;JUBILADO NACION;1;0
5330;110;7316,32;1482,45;1;67;Casado/a;MASCULINO;1;7970,21;0;0,17;0;JUBILADO NACION;0;0
5331;34;0,00;0,00;1;81;Soltero/a;FEMENINO;1;60664,53;0;0,01;0;JUBILADO NACION;1;0
5332;115;9297,67;3812,54;1;81;Viudo/a;FEMENINO;0;19602,47;30;0,14;0;JUBILADO NACION;1;0
5333;111;29797,87;20794,01;0;66;Casado/a;MASCULINO;0;10787,79;35;0,59;0;JUBILADO NACION;0;0
5334;111;27894,08;6516,86;1;80;Viudo/a;FEMENINO;0;28535,46;1;0,19;0;JUBILADO NACION;0;0
5335;51;11753,61;1157,08;1;74;Casado/a;FEMENINO;0;19585,07;0;0,05;0;JUBILADO NACION;0;0
5336;35;15247,21;2556,98;0;66;Soltero/a;MASCULINO;0;16877,68;0;0,11;0;CONVENIO;0;0
5337;111;16227,91;6281,99;1;66;Viudo/a;MASCULINO;1;9884,17;0;0,34;0;JUBILADO NACION;1;0
5338;111;16630,40;6031,01;1;81;Viudo/a;FEMENINO;0;33823,80;0;0,25;0;JUBILADO NACION;1;0
5339;114;5108,77;2459,35;1;81;Soltero/a;FEMENINO;0;18396,09;0;0,28;0;JUBILADO NACION;1;0
5340;76;144,72;144,72;1;80;Viudo/a;FEMENINO;0;32828,54;6;0,01;25;JUBILADO NACION;5;1
5341;65;954,41;954,41;0;78;Viudo/a;FEMENINO;1;19259,11;0;0,00;0;JUBILADO NACION;1;0
5342;24;14154,36;3585,05;1;65;Soltero/a;FEMENINO;0;24407,10;18;0,24;0;JUBILADO NACION;1;0
5343;57;5016,20;1783,85;1;66;Soltero/a;FEMENINO;0;9718,30;0;0,17;0;JUBILADO NACION;0;0
5344;115;8132,54;2737,82;1;66;Soltero/a;FEMENINO;0;8326,32;0;0,66;1;JUBILADO NACION;1;0
5345;35;51417,99;15356,68;1;66;Viudo/a;FEMENINO;0;18055,06;18;0,83;20;JUBILADO NACION;3;0
5346;102;0,00;0,00;1;66;Casado/a;MASCULINO;0;36770,14;0;0,00;0;META4;1;0
5347;99;24753,64;11438,27;2;66;Divorciado/a;FEMENINO;0;50576,20;0;0,12;0;JUBILADO PROVIN;1;0
5348;59;8382,36;3849,24;1;66;Casado/a;FEMENINO;0;8707,95;1;0,31;0;JUBILADO NACION;1;0
5349;113;18883,51;2826,76;1;64;Casado/a;MASCULINO;0;20385,45;2;0,12;0;CONVENIO;0;0
5350;46;2759,81;890,66;1;68;Soltero/a;FEMENINO;0;8858,75;0;0,05;0;JUBILADO NACION;0;0
5351;56;19586,28;1947,28;1;67;Divorciado/a;FEMENINO;0;9718,30;1;0,28;0;JUBILADO NACION;0;0
5352;46;552,53;552,53;1;66;Soltero/a;FEMENINO;0;7672,09;0;0,00;0;JUBILADO NACION;0;0
5353;13;18786,72;5175,05;1;66;Soltero/a;FEMENINO;0;8883,11;0;0,43;0;JUBILADO NACION;0;0
5354;111;5978,72;3675,80;1;65;Viudo/a;FEMENINO;0;19498,07;0;0,02;0;JUBILADO NACION;0;0
5355;102;19071,80;3105,34;1;65;Soltero/a;MASCULINO;0;0,00;0;0,00;0;INDEFINIDOS;1;0
5356;22;5568,52;4299,68;1;65;Casado/a;MASCULINO;0;8348,36;0;0,30;0;JUBILADO NACION;0;0
5357;76;1666,10;1529,65;1;80;Casado/a;MASCULINO;0;9399,30;0;0,01;0;JUBILADO NACION;1;0
5358;73;3436,91;884,42;1;65;Viudo/a;FEMENINO;0;8326,32;31;0,29;1;JUBILADO NACION;1;0
5359;53;15091,05;2024,62;1;66;Casado/a;FEMENINO;0;8957,35;0;0,22;0;JUBILADO NACION;1;0
5360;57;4293,42;2989,13;1;69;Soltero/a;FEMENINO;0;8480,60;0;0,27;0;JUBILADO NACION;1;0
5361;45;16086,73;7796,42;1;64;Casado/a;MASCULINO;0;0,00;0;4211,09;0;CONVENIO;1;0
5362;9;14791,43;2437,71;1;65;Soltero/a;FEMENINO;0;8180,16;0;0,28;0;JUBILADO NACION;0;0
5363;113;6767,19;2631,52;1;65;Casado/a;FEMENINO;1;51434,58;0;0,05;0;JUBILADO NACION;0;0
5364;51;11733,87;2656,01;1;76;Soltero/a;MASCULINO;0;9718,30;23;0,11;0;JUBILADO NACION;0;0
5365;18;1305,97;1083,74;1;65;Casado/a;MASCULINO;0;12627,52;18;0,02;0;JUBILADO NACION;0;0
5366;104;3997,42;992,75;1;75;Soltero/a;FEMENINO;0;19284,63;0;0,03;0;JUBILADO NACION;0;0
5367;44;21334,99;3974,64;1;65;Viudo/a;FEMENINO;0;16390,49;0;0,23;0;JUBILADO NACION;0;0
5368;104;43713,14;10785,67;1;65;Viudo/a;FEMENINO;0;70104,43;7;0,11;0;JUBILADO NACION;1;0
5369;28;35680,05;2263,57;1;66;Soltero/a;MASCULINO;0;6967,99;32;0,25;5;JUBILADO NACION;1;0
5370;85;1366,27;809,72;0;64;Divorciado/a;FEMENINO;1;10197,58;33;0,00;0;JUBILADO NACION;1;0
5371;93;7221,34;1850,18;1;65;Viudo/a;FEMENINO;1;49339,66;0;0,03;0;JUBILADO NACION;1;0
5372;39;63704,64;30319,54;1;64;Casado/a;MASCULINO;0;53645,50;3;0,20;5;CONVENIO;1;0
5373;67;28341,01;10523,08;1;65;Soltero/a;FEMENINO;0;20787,96;0;0,24;0;CONVENIO;1;0
5374;93;1123,44;392,32;1;65;Soltero/a;FEMENINO;0;6406,56;34;0,31;11;JUBILADO NACION;4;0
5375;43;38150,81;10677,55;2;64;Soltero/a;FEMENINO;0;10177,45;1;0,43;0;JUBILADO NACION;0;0
5376;34;7210,24;2623,62;0;65;Soltero/a;FEMENINO;0;9740,33;19;0,12;0;JUBILADO NACION;0;0
5377;50;23223,98;4582,70;1;65;Soltero/a;FEMENINO;0;16087,73;3;0,52;0;JUBILADO NACION;1;0
5378;57;30922,15;5659,14;2;64;Soltero/a;FEMENINO;0;77200,01;0;0,08;0;CONVENIO;1;0
5379;97;12671,30;0,00;1;63;Casado/a;FEMENINO;1;0,00;0;1784,84;0;CONVENIO;0;0
5380;112;16,60;16,60;1;65;Soltero/a;FEMENINO;0;11320,22;20;0,00;0;JUBILADO NACION;1;0
5381;114;773,50;773,50;1;64;Divorciado/a;FEMENINO;0;9575,62;7;0,00;0;JUBILADO NACION;1;0
5382;22;31833,47;5490,96;1;64;Soltero/a;MASCULINO;0;10337,72;0;0,51;0;JUBILADO NACION;0;0
5383;114;6103,34;2819,83;1;64;Casado/a;FEMENINO;0;41086,42;4;0,06;0;JUBILADO NACION;0;0
5384;79;57785,16;13902,58;2;62;Casado/a;FEMENINO;0;11325,73;14;1,33;0;JUBILADO NACION;1;0
5385;87;0,00;0,00;2;62;Casado/a;MASCULINO;0;0,00;5;0,00;0;CONVENIO;1;0
5386;9;2511,64;1613,97;1;64;Soltero/a;FEMENINO;0;30391,42;0;0,03;0;JUBILADO NACION;0;0
5387;57;8061,13;5722,44;1;64;Soltero/a;MASCULINO;0;11396,78;0;0,22;0;JUBILADO NACION;0;0
5388;98;30656,49;6735,43;1;67;Soltero/a;FEMENINO;0;0,00;1;3457,18;0;CONVENIO;1;0
5389;57;4317,27;2633,72;1;63;Soltero/a;MASCULINO;0;14232,93;48;0,01;0;JUBILADO NACION;1;0
5390;114;18854,79;2632,97;1;64;Casado/a;MASCULINO;0;6959,87;3;1,00;0;CONVENIO;1;0
5391;104;1040,89;1040,89;1;63;Casado/a;MASCULINO;0;10355,12;3;0,25;2;JUBILADO NACION;1;0
5392;102;759,12;759,12;1;63;Viudo/a;FEMENINO;0;28426,42;0;0,00;0;JUBILADO NACION;0;0
5393;114;22236,77;5815,45;2;64;Casado/a;FEMENINO;0;31543,28;0;0,19;0;JUBILADO NACION;1;0
5394;9;18927,94;4289,72;1;63;Viudo/a;FEMENINO;0;8008,49;0;0,66;3;JUBILADO NACION;2;0
5395;115;5090,64;1131,95;1;64;Soltero/a;FEMENINO;0;13201,71;0;0,13;0;CONVENIO;1;0
5396;111;17393,07;7594,82;1;68;Soltero/a;FEMENINO;0;21531,51;40;0,44;0;JUBILADO NACION;2;0
5397;51;25067,23;10771,74;2;64;Casado/a;MASCULINO;0;96333,85;0;0,07;7;JUBILADO NACION;1;0
5398;110;16105,70;5860,70;1;85;Viudo/a;MASCULINO;0;59432,63;1;0,06;0;JUBILADO NACION;0;0
5399;114;107704,79;5491,27;1;64;Soltero/a;MASCULINO;0;21326,19;17;0,19;0;JUBILADO NACION;0;0
5400;111;2356,64;622,21;1;64;Soltero/a;FEMENINO;0;41729,05;0;0,01;0;JUBILADO NACION;1;0
5401;114;1281,14;829,64;1;63;Soltero/a;MASCULINO;0;24077,66;0;0,19;0;CONVENIO;1;0
5402;114;8932,92;1952,74;1;64;Soltero/a;FEMENINO;0;8326,32;0;0,25;7;JUBILADO NACION;0;0
5403;77;6536,05;5335,23;1;73;Soltero/a;MASCULINO;0;8573,40;0;0,25;0;JUBILADO NACION;0;0
5404;15;21700,92;9670,86;1;65;Soltero/a;FEMENINO;0;9873,73;2;0,50;0;JUBILADO NACION;1;0
5405;115;14000,04;3586,30;1;63;Soltero/a;FEMENINO;0;7325,26;3;0,46;0;JUBILADO NACION;0;0
5406;111;12005,61;5478,39;1;65;Soltero/a;FEMENINO;0;0,00;3;2548,33;0;CONVENIO;1;0
5407;111;2586,66;2216,65;1;63;Viudo/a;FEMENINO;0;9594,18;0;0,04;0;JUBILADO NACION;1;0
5408;66;3162,80;3162,80;1;61;Soltero/a;FEMENINO;1;40272,11;0;0,00;0;JUBILADO NACION;1;0
5409;114;11862,14;4063,84;1;61;Soltero/a;MASCULINO;1;10414,28;0;0,21;0;JUBILADO NACION;0;0
5410;16;15408,53;12522,95;1;63;Casado/a;MASCULINO;0;14022,97;30;0,33;0;CONVENIO;1;0
5411;102;1248,62;1248,62;2;73;Viudo/a;FEMENINO;1;9071,03;5;0,23;0;CONVENIO;0;0
5412;22;1217,04;1217,04;1;62;Soltero/a;MASCULINO;0;12497,60;0;0,00;0;JUBILADO NACION;0;0
5413;37;20530,67;5952,69;1;63;Casado/a;FEMENINO;0;8670,84;3;0,20;0;JUBILADO NACION;0;0
5414;110;14100,85;5024,96;1;63;Soltero/a;MASCULINO;0;37314,17;0;0,06;0;CONVENIO;0;0
5415;52;1559,66;749,20;1;60;Soltero/a;FEMENINO;0;5411,30;0;0,10;6;JUBILADO NACION;4;1
5416;15;9510,15;2880,33;1;62;Soltero/a;FEMENINO;0;9573,30;1;0,28;0;JUBILADO NACION;1;0
5417;114;16342,26;4408,35;1;77;Soltero/a;FEMENINO;0;12692,48;12;0,28;0;CONVENIO;1;0
5418;112;16731,03;3879,43;1;63;Soltero/a;FEMENINO;0;16052,93;0;0,19;2;JUBILADO NACION;1;0
5419;76;4968,80;1201,58;1;74;Soltero/a;MASCULINO;0;9392,34;34;0,10;0;JUBILADO NACION;0;0
5420;111;9671,25;9671,25;2;82;Casado/a;MASCULINO;0;78960,86;1;0,00;0;CONVENIO;1;0
5421;57;0,00;0,00;1;73;Casado/a;MASCULINO;0;8172,04;6;0,00;0;JUBILADO NACION;2;0
5422;111;20621,54;3541,78;1;63;Viudo/a;FEMENINO;0;9006,07;5;0,34;0;JUBILADO NACION;1;0
5423;111;1712,74;1097,99;1;62;Casado/a;FEMENINO;1;35066,13;0;0,02;0;CONVENIO;0;0
5424;32;60496,42;16564,43;1;60;Soltero/a;MASCULINO;0;30377,50;12;0,42;4;CONVENIO;1;0
5425;26;2933,56;1280,24;1;63;Casado/a;FEMENINO;0;8840,19;33;0,32;0;JUBILADO NACION;0;0
5426;77;2519,81;978,39;1;61;Divorciado/a;FEMENINO;0;8326,32;31;0,23;0;JUBILADO NACION;1;0
5427;55;12867,16;5719,44;2;63;Soltero/a;FEMENINO;0;9718,30;0;0,64;4;JUBILADO NACION;3;1
